"index","Genus","SpecificEpithet","InfraspecificRank","InfraspecificName","Authority","InfraspecificAuthority","AuthorityCorrected","Cultivar","OriginalName","TaxonNameAuthorCV","TaxonNameAuthor","TaxonNameCV","TaxonName","Code_No","Num","Family","EndangeredSpecies","RarePlants","ExoticPlants","KoreanEndemicPlants","ClimateSensitiveBiologicalIndicatorSpecies","KoreanRedListOfThreatenedSpecies","BiologicalResourcesSubjectToTheApprovalOfOutboundTransfer","FloristicTargetSpecies","PlantsAdaptableToClimateChange","Native_NABI","Cultivated_NABI","Naturalized_NABI"
679,"Cichorium","endivia","","","L.","","L.","","Cichorium endivia L.","Cichorium endivia L.","Cichorium endivia L.","Cichorium endivia","Cichorium endivia",4166,3614,"Asteraceae","","","PIP (CAP)","","","","","","","",1,""
680,"Cichorium","intybus","","","L.","","L.","","Cichorium intybus L.","Cichorium intybus L.","Cichorium intybus L.","Cichorium intybus","Cichorium intybus",4167,3615,"Asteraceae","","","","","","","","","","",1,""
681,"Cirsium","arvense","","","(L.) Scop.","","(L.) Scop.","","Cirsium arvense (L.) Scop.","Cirsium arvense (L.) Scop.","Cirsium arvense (L.) Scop.","Cirsium arvense","Cirsium arvense",4209,3616,"Asteraceae","","","PIP (UN)","","","","","","","",1,"1"
682,"Cirsium","japonicum","var.","horridum","DC.","Nakai","Nakai","","Cirsium japonicum DC. var. horridum Nakai","Cirsium japonicum var. horridum Nakai","Cirsium japonicum var. horridum Nakai","Cirsium japonicum var. horridum","Cirsium japonicum var. horridum",4220,3621,"Asteraceae","","","","","","","","","","",1,""
683,"Cirsium","setidens","","","(Dunn) Nakai","","(Dunn) Nakai","","Cirsium setidens (Dunn) Nakai","Cirsium setidens (Dunn) Nakai","Cirsium setidens (Dunn) Nakai","Cirsium setidens","Cirsium setidens",4238,3632,"Asteraceae","","","","1","","","1","Ⅰ","endemic","1",1,""
684,"Coreopsis","drummondii","","","Torr. & A.Gray","","Torr. & A.Gray","","Coreopsis drummondii Torr. & A. Gray","Coreopsis drummondii Torr. & A.Gray","Coreopsis drummondii Torr. & A.Gray","Coreopsis drummondii","Coreopsis drummondii",4632,3645,"Asteraceae","","","PIP (CAP)","","","","","","","",1,""
685,"Coreopsis","lanceolata","","","L.","","L.","","Coreopsis lanceolata L.","Coreopsis lanceolata L.","Coreopsis lanceolata L.","Coreopsis lanceolata","Coreopsis lanceolata",4639,3646,"Asteraceae","","","IAP (NP)","","","","","","","",1,"1"
686,"Coreopsis","tinctoria","","","Nutt.","","Nutt.","","Coreopsis tinctoria Nutt.","Coreopsis tinctoria Nutt.","Coreopsis tinctoria Nutt.","Coreopsis tinctoria","Coreopsis tinctoria",4650,3647,"Asteraceae","","","IAP (NP)","","","","","","","",1,"1"
687,"Cosmos","bipinnatus","","","Cav.","","Cav.","","Cosmos bipinnatus Cav.","Cosmos bipinnatus Cav.","Cosmos bipinnatus Cav.","Cosmos bipinnatus","Cosmos bipinnatus",4851,3648,"Asteraceae","","","IAP (NP)","","","","","","","",1,"1"
688,"Cosmos","sulphureus","","","Cav.","","Cav.","","Cosmos sulphureus Cav.","Cosmos sulphureus Cav.","Cosmos sulphureus Cav.","Cosmos sulphureus","Cosmos sulphureus",4852,3649,"Asteraceae","","","IAP (NP)","","","","","","","",1,"1"
689,"Dahlia","pinnata","","","Cav.","","Cav.","","Dahlia pinnata Cav.","Dahlia pinnata Cav.","Dahlia pinnata Cav.","Dahlia pinnata","Dahlia pinnata",5349,3660,"Asteraceae","","","","","","","","","","",1,""
690,"Dendranthema","makinoi","","","(Matsum.) Y.N.Lee","","(Matsum.) Y.N.Lee","","Dendranthema makinoi (Matsum.) Y. N. Lee","Dendranthema makinoi (Matsum.) Y.N.Lee","Dendranthema makinoi (Matsum.) Y.N.Lee","Dendranthema makinoi","Dendranthema makinoi",5462,3666,"Asteraceae","","EN","","","","NE","1","Ⅴ","","1",1,""
691,"Dendranthema","morifolium","","","(Ramat.) Tzvelev","","(Ramat.) Tzvelev","","Dendranthema morifolium (Ramat.) Tzvelev","Dendranthema morifolium (Ramat.) Tzvelev","Dendranthema morifolium (Ramat.) Tzvelev","Dendranthema morifolium","Dendranthema morifolium",5463,3667,"Asteraceae","","","","","","","","","","",1,""
692,"Dracopis","amplexicaulis","","","(Vahl) Cass.","","(Vahl) Cass.","","Dracopis amplexicaulis (Vahl) Cass.","Dracopis amplexicaulis (Vahl) Cass.","Dracopis amplexicaulis (Vahl) Cass.","Dracopis amplexicaulis","Dracopis amplexicaulis",5942,3676,"Asteraceae","","","PIP (UN)","","","","","","","",1,"1"
693,"Echinacea","purpurea","","","(L.) Moench","","(L.) Moench","","Echinacea purpurea (L.) Moench","Echinacea purpurea (L.) Moench","Echinacea purpurea (L.) Moench","Echinacea purpurea","Echinacea purpurea",6087,3677,"Asteraceae","","","","","","","","","","",1,""
694,"Eclipta","prostrata","","","(L.) L.","","(L.) L.","","Eclipta prostrata (L.) L.","Eclipta prostrata (L.) L.","Eclipta prostrata (L.) L.","Eclipta prostrata","Eclipta prostrata",6160,3681,"Asteraceae","","","Arc.","","","","1","","","",1,"1"
695,"Emilia","flammea","","","Cass.","","Cass.","","Emilia flammea Cass.","Emilia flammea Cass.","Emilia flammea Cass.","Emilia flammea","Emilia flammea",6286,3682,"Asteraceae","","","","","","","","","","",1,""
696,"Farfugium","japonicum","","","(L.) Kitam.","","(L.) Kitam.","","Farfugium japonicum (L.) Kitam.","Farfugium japonicum (L.) Kitam.","Farfugium japonicum (L.) Kitam.","Farfugium japonicum","Farfugium japonicum",6880,3700,"Asteraceae","","","","","1","","1","Ⅲ","","1",1,""
697,"Gaillardia","aristata","","","Pursh","","Pursh","","Gaillardia aristata Pursh","Gaillardia aristata Pursh","Gaillardia aristata Pursh","Gaillardia aristata","Gaillardia aristata",7176,3703,"Asteraceae","","","PIP (CAP)","","","","","","","",1,""
698,"Gaillardia","pulchella","","","Foug.","","Foug.","","Gaillardia pulchella Foug.","Gaillardia pulchella Foug.","Gaillardia pulchella Foug.","Gaillardia pulchella","Gaillardia pulchella",7181,3704,"Asteraceae","","","PIP (CAP)","","","","","","","",1,""
699,"Gazania","linearis","","","(Thunb.) Druce","","(Thunb.) Druce","","Gazania linearis (Thunb.) Druce","Gazania linearis (Thunb.) Druce","Gazania linearis (Thunb.) Druce","Gazania linearis","Gazania linearis",7295,3709,"Asteraceae","","","","","","","","","","",1,""
700,"Gazania","rigens","","","(L.) Gaertn.","","(L.) Gaertn.","","Gazania rigens (L.) Gaertn.","Gazania rigens (L.) Gaertn.","Gazania rigens (L.) Gaertn.","Gazania rigens","Gazania rigens",7296,3710,"Asteraceae","","","","","","","","","","",1,""
701,"Gerbera","jamesonii","","","Bolus ex Adlam","","Bolus ex Adlam","","Gerbera jamesonii Bolus ex Adlam","Gerbera jamesonii Bolus ex Adlam","Gerbera jamesonii Bolus ex Adlam","Gerbera jamesonii","Gerbera jamesonii",7452,3711,"Asteraceae","","","","","","","","","","",1,""
702,"Glebionis","coronaria","","","(L.) Cass. ex Spach","","(L.) Cass. ex Spach","","Glebionis coronaria (L.) Cass. ex Spach","Glebionis coronaria (L.) Cass. ex Spach","Glebionis coronaria (L.) Cass. ex Spach","Glebionis coronaria","Glebionis coronaria",7523,3712,"Asteraceae","","","","","","","","","","",1,""
703,"Helianthus","annuus","","","L.","","L.","","Helianthus annuus L.","Helianthus annuus L.","Helianthus annuus L.","Helianthus annuus","Helianthus annuus",7975,3715,"Asteraceae","","","","","","","","","","",1,""
704,"Helianthus","tuberosus","","","L.","","L.","","Helianthus tuberosus L.","Helianthus tuberosus L.","Helianthus tuberosus L.","Helianthus tuberosus","Helianthus tuberosus",7981,3717,"Asteraceae","","","IAP (NP)","","","","","","","",1,"1"
705,"Heliopsis","helianthoides","","","(L.) Sweet","","(L.) Sweet","","Heliopsis helianthoides (L.) Sweet","Heliopsis helianthoides (L.) Sweet","Heliopsis helianthoides (L.) Sweet","Heliopsis helianthoides","Heliopsis helianthoides",7989,3718,"Asteraceae","","","PIP (CAP)","","","","","","","",1,""
706,"Jacobaea","maritima","","","(L.) Pelser & Meijden","","(L.) Pelser & Meijden","","Jacobaea maritima (L.) Pelser & Meijden","Jacobaea maritima (L.) Pelser & Meijden","Jacobaea maritima (L.) Pelser & Meijden","Jacobaea maritima","Jacobaea maritima",9664,3745,"Asteraceae","","","","","","","","","","",1,""
707,"Lactuca","sativa","","","L.","","L.","","Lactuca sativa L.","Lactuca sativa L.","Lactuca sativa L.","Lactuca sativa","Lactuca sativa",9978,3752,"Asteraceae","","","","","","","","","","",1,""
708,"Leontopodium","alpinum","","","Cass.","","Cass.","","Leontopodium alpinum Cass.","Leontopodium alpinum Cass.","Leontopodium alpinum Cass.","Leontopodium alpinum","Leontopodium alpinum",10127,3760,"Asteraceae","","","","","","","","","","",1,""
709,"Ligularia","fischeri","","","(Ledeb.) Turcz.","","(Ledeb.) Turcz.","","Ligularia fischeri (Ledeb.) Turcz.","Ligularia fischeri (Ledeb.) Turcz.","Ligularia fischeri (Ledeb.) Turcz.","Ligularia fischeri","Ligularia fischeri",10319,3768,"Asteraceae","","","","","","","1","Ⅱ","","1",1,""
710,"Matricaria","chamomilla","","","L.","","L.","","Matricaria chamomilla L.","Matricaria chamomilla L.","Matricaria chamomilla L.","Matricaria chamomilla","Matricaria chamomilla",11292,3777,"Asteraceae","","","PIP (CAP)","","","","","","","",1,""
711,"Matricaria","inodora","","","L.","","L.","","Matricaria inodora L.","Matricaria inodora L.","Matricaria inodora L.","Matricaria inodora","Matricaria inodora",11293,3778,"Asteraceae","","","PIP (UN)","","","","","","","",1,"1"
712,"Petasites","japonicus","","","(Siebold & Zucc.) Maxim.","","(Siebold & Zucc.) Maxim.","","Petasites japonicus (Siebold & Zucc.) Maxim.","Petasites japonicus (Siebold & Zucc.) Maxim.","Petasites japonicus (Siebold & Zucc.) Maxim.","Petasites japonicus","Petasites japonicus",12565,3791,"Asteraceae","","","","","","","1","","","1",1,""
713,"Rudbeckia","hirta","","","L.","","L.","","Rudbeckia hirta L.","Rudbeckia hirta L.","Rudbeckia hirta L.","Rudbeckia hirta","Rudbeckia hirta",15012,3801,"Asteraceae","","","IAP (NP)","","","","","","","",1,"1"
714,"Rudbeckia","hirta","var.","pulcherrima","L.","Farw.","Farw.","","Rudbeckia hirta L. var. pulcherrima Farw.","Rudbeckia hirta var. pulcherrima Farw.","Rudbeckia hirta var. pulcherrima Farw.","Rudbeckia hirta var. pulcherrima","Rudbeckia hirta var. pulcherrima",15014,3802,"Asteraceae","","","IAP (NP)","","","","","","","",1,"1"
715,"Rudbeckia","laciniata","","","L.","","L.","","Rudbeckia laciniata L.","Rudbeckia laciniata L.","Rudbeckia laciniata L.","Rudbeckia laciniata","Rudbeckia laciniata",15015,3803,"Asteraceae","","","IAP (NP)","","","","","","","",1,"1"
716,"Rudbeckia","laciniata","var.","hortensis","L.","Bailey","Bailey","","Rudbeckia laciniata L. var. hortensis Bailey","Rudbeckia laciniata var. hortensis Bailey","Rudbeckia laciniata var. hortensis Bailey","Rudbeckia laciniata var. hortensis","Rudbeckia laciniata var. hortensis",15016,3804,"Asteraceae","","","IAP (NP)","","","","","","","",1,"1"
717,"Silphium","perfoliatum","","","L.","","L.","","Silphium perfoliatum L.","Silphium perfoliatum L.","Silphium perfoliatum L.","Silphium perfoliatum","Silphium perfoliatum",15964,3874,"Asteraceae","","","PIP (CAP)","","","","","","","",1,""
718,"Silybum","marianum","","","(L.) Gaertn.","","(L.) Gaertn.","","Silybum marianum (L.) Gaertn.","Silybum marianum (L.) Gaertn.","Silybum marianum (L.) Gaertn.","Silybum marianum","Silybum marianum",15965,3875,"Asteraceae","","","PIP (CAP)","","","","","","","",1,""
719,"Solidago","gigantea","","","Aiton","","Aiton","","Solidago gigantea Aiton","Solidago gigantea Aiton","Solidago gigantea Aiton","Solidago gigantea","Solidago gigantea",20260,3878,"Asteraceae","","","IAP (NP)","","","","","","","",1,"1"
720,"Sonchus","palustris","","","L.","","L.","","Sonchus palustris L.","Sonchus palustris L.","Sonchus palustris L.","Sonchus palustris","Sonchus palustris",20239,3886,"Asteraceae","","","PIP (CAP)","","","","","","","",1,""
721,"Tagetes","erecta","","","L.","","L.","","Tagetes erecta L.","Tagetes erecta L.","Tagetes erecta L.","Tagetes erecta","Tagetes erecta",16515,3895,"Asteraceae","","","PIP (CAP)","","","","","","","",1,""
722,"Tagetes","patula","","","L.","","L.","","Tagetes patula L.","Tagetes patula L.","Tagetes patula L.","Tagetes patula","Tagetes patula",16517,3897,"Asteraceae","","","","","","","","","","",1,""
723,"Tanacetum","cinerariifolium","","","(Trevis.) Sch. Bip.","","(Trevis.) Sch. Bip.","","Tanacetum cinerariifolium (Trevis.) Sch. Bip.","Tanacetum cinerariifolium (Trevis.) Sch. Bip.","Tanacetum cinerariifolium (Trevis.) Sch. Bip.","Tanacetum cinerariifolium","Tanacetum cinerariifolium",16527,3898,"Asteraceae","","","PIP (CAP)","","","","","","","",1,""
724,"Tripleurospermum","limosum","","","(Maxim.) Pobed.","","(Maxim.) Pobed.","","Tripleurospermum limosum (Maxim.) Pobed.","Tripleurospermum limosum (Maxim.) Pobed.","Tripleurospermum limosum (Maxim.) Pobed.","Tripleurospermum limosum","Tripleurospermum limosum",16981,3916,"Asteraceae","","","","","","","","Ⅳ","","",1,""
725,"Xanthium","strumarium","","","L.","","L.","","Xanthium strumarium L.","Xanthium strumarium L.","Xanthium strumarium L.","Xanthium strumarium","Xanthium strumarium",17747,3923,"Asteraceae","","","Arc.","","","","","","","",1,"1"
726,"Zinnia","violacea","","","Cav.","","Cav.","","Zinnia violacea Cav.","Zinnia violacea Cav.","Zinnia violacea Cav.","Zinnia violacea","Zinnia violacea",17838,3926,"Asteraceae","","","PIP (CAP)","","","","","","","",1,""
727,"Adenophora","pereskiifolia","","","(Fisch. ex Schult.) G.Don","","(Fisch. ex Schult.) G.Don","","Adenophora pereskiifolia (Fisch. ex Schult.) G. Don","Adenophora pereskiifolia (Fisch. ex Schult.) G.Don","Adenophora pereskiifolia (Fisch. ex Schult.) G.Don","Adenophora pereskiifolia","Adenophora pereskiifolia",537,3943,"Campanulaceae","","","","","","","","","","1",1,""
728,"Campanula","takesimana","","","Nakai","","Nakai","","Campanula takesimana Nakai","Campanula takesimana Nakai","Campanula takesimana Nakai","Campanula takesimana","Campanula takesimana",3119,3967,"Campanulaceae","","LC","","1","","","1","Ⅳ","endemic","1",1,""
729,"Codonopsis","lanceolata","","","(Siebold & Zucc.) Benth. & Hook. f. ex Trautv.","","(Siebold & Zucc.) Benth. & Hook. f. ex Trautv.","","Codonopsis lanceolata (Siebold & Zucc.) Benth. & Hook. f. ex Trautv.","Codonopsis lanceolata (Siebold & Zucc.) Benth. & Hook. f. ex Trautv.","Codonopsis lanceolata (Siebold & Zucc.) Benth. & Hook. f. ex Trautv.","Codonopsis lanceolata","Codonopsis lanceolata",4511,3970,"Campanulaceae","","","","","","","1","","","1",1,""
730,"Lobelia","inflata","","","L.","","L.","","Lobelia inflata L.","Lobelia inflata L.","Lobelia inflata L.","Lobelia inflata","Lobelia inflata",20240,3980,"Campanulaceae","","","PIP (CAP)","","","","","","","",1,""
731,"Platycodon","grandiflorum","","","(Jacq.) A.DC.","","(Jacq.) A.DC.","","Platycodon grandiflorum (Jacq.) A. DC.","Platycodon grandiflorum (Jacq.) A.DC.","Platycodon grandiflorum (Jacq.) A.DC.","Platycodon grandiflorum","Platycodon grandiflorum",13232,3983,"Campanulaceae","","","","","","","1","","","1",1,""
732,"Angelica","acutiloba","","","(Siebold & Zucc.) Kitag.","","(Siebold & Zucc.) Kitag.","","Angelica acutiloba (Siebold & Zucc.) Kitag.","Angelica acutiloba (Siebold & Zucc.) Kitag.","Angelica acutiloba (Siebold & Zucc.) Kitag.","Angelica acutiloba","Angelica acutiloba",1211,3995,"Apiaceae","","","","","","","","","","",1,""
733,"Angelica","gigas","","","Nakai","","Nakai","","Angelica gigas Nakai","Angelica gigas Nakai","Angelica gigas Nakai","Angelica gigas","Angelica gigas",1230,4006,"Apiaceae","","","","","","","1","Ⅲ","","1",1,""
734,"Angelica","utilis","","","Makino ex Y.Yabe","","Makino ex Y.Yabe","","Angelica utilis Makino ex Y. Yabe","Angelica utilis Makino ex Y.Yabe","Angelica utilis Makino ex Y.Yabe","Angelica utilis","Angelica utilis",1239,4012,"Apiaceae","","","","","","","","","","",1,""
735,"Anthriscus","sylvestris","","","(L.) Hoffm.","","(L.) Hoffm.","","Anthriscus sylvestris (L.) Hoffm.","Anthriscus sylvestris (L.) Hoffm.","Anthriscus sylvestris (L.) Hoffm.","Anthriscus sylvestris","Anthriscus sylvestris",1275,4014,"Apiaceae","","","","","","","1","","","1",1,""
736,"Apium","graveolens","","","L.","","L.","","Apium graveolens L.","Apium graveolens L.","Apium graveolens L.","Apium graveolens","Apium graveolens",1300,4016,"Apiaceae","","","PIP (CAP)","","","","","","","",1,""
737,"Bifora","radians","","","M.Bieb.","","M.Bieb.","","Bifora radians M. Bieb.","Bifora radians M.Bieb.","Bifora radians M.Bieb.","Bifora radians","Bifora radians",2275,4018,"Apiaceae","","","PIP (UN)","","","","","","","",1,"1"
738,"Bupleurum","lancifolium","","","Hornem.","","Hornem.","","Bupleurum lancifolium Hornem.","Bupleurum lancifolium Hornem.","Bupleurum lancifolium Hornem.","Bupleurum lancifolium","Bupleurum lancifolium",20241,4023,"Apiaceae","","","PIP (UN)","","","","","","","",1,""
739,"Cnidium","officinale","","","Makino","","Makino","","Cnidium officinale Makino","Cnidium officinale Makino","Cnidium officinale Makino","Cnidium officinale","Cnidium officinale",4483,4036,"Apiaceae","","","","","","","","","","",1,""
740,"Coriandrum","sativum","","","L.","","L.","","Coriandrum sativum L.","Coriandrum sativum L.","Coriandrum sativum L.","Coriandrum sativum","Coriandrum sativum",4655,4042,"Apiaceae","","","PIP (CAP)","","","","","","","",1,""
741,"Daucus","carota","subsp.","sativus","L.","(Hoffm.) Arcang.","(Hoffm.) Arcang.","","Daucus carota L. subsp. sativus (Hoffm.) Arcang.","Daucus carota subsp. sativus (Hoffm.) Arcang.","Daucus carota subsp. sativus (Hoffm.) Arcang.","Daucus carota subsp. sativus","Daucus carota subsp. sativus",5401,4047,"Apiaceae","","","","","","","","","","1",1,""
742,"Foeniculum","vulgare","","","Mill.","","Mill.","","Foeniculum vulgare Mill.","Foeniculum vulgare Mill.","Foeniculum vulgare Mill.","Foeniculum vulgare","Foeniculum vulgare",7039,4050,"Apiaceae","","","IAP (NP)","","","","","","","",1,"1"
743,"Heracleum","mantegazzianum","","","Sommier & Levier","","Sommier & Levier","","Heracleum mantegazzianum Sommier & Levier","Heracleum mantegazzianum Sommier & Levier","Heracleum mantegazzianum Sommier & Levier","Heracleum mantegazzianum","Heracleum mantegazzianum",8179,4052,"Apiaceae","","","","","","","","","","",1,""
744,"Ledebouriella","seseloides","","","(Hoffm.) H.Wolff","","(Hoffm.) H.Wolff","","Ledebouriella seseloides (Hoffm.) H. Wolff","Ledebouriella seseloides (Hoffm.) H.Wolff","Ledebouriella seseloides (Hoffm.) H.Wolff","Ledebouriella seseloides","Ledebouriella seseloides",10100,4055,"Apiaceae","","","","","","","","","","",1,""
745,"Lisaea","heterocarpa","","","(DC.) Boiss.","","(DC.) Boiss.","","Lisaea heterocarpa (DC.) Boiss.","Lisaea heterocarpa (DC.) Boiss.","Lisaea heterocarpa (DC.) Boiss.","Lisaea heterocarpa","Lisaea heterocarpa",10595,4060,"Apiaceae","","","PIP (UN)","","","","","","","",1,"1"
746,"Oenanthe","javanica","","","(Blume) DC.","","(Blume) DC.","","Oenanthe javanica (Blume) DC.","Oenanthe javanica (Blume) DC.","Oenanthe javanica (Blume) DC.","Oenanthe javanica","Oenanthe javanica",11918,4061,"Apiaceae","","","","","","","1","","","1",1,""
747,"Petroselinum","crispum","","","(Mill.) Fuss","","(Mill.) Fuss","","Petroselinum crispum (Mill.) Fuss","Petroselinum crispum (Mill.) Fuss","Petroselinum crispum (Mill.) Fuss","Petroselinum crispum","Petroselinum crispum",20242,4069,"Apiaceae","","","PIP (CAP)","","","","","","","",1,""
748,"Pimpinella","brachycarpa","","","(Kom.) Nakai","","(Kom.) Nakai","","Pimpinella brachycarpa (Kom.) Nakai","Pimpinella brachycarpa (Kom.) Nakai","Pimpinella brachycarpa (Kom.) Nakai","Pimpinella brachycarpa","Pimpinella brachycarpa",12968,4079,"Apiaceae","","","","","","","1","","","1",1,""
749,"Scandix","pecten-veneris","","","L.","","L.","","Scandix pecten-veneris L.","Scandix pecten-veneris L.","Scandix pecten-veneris L.","Scandix pecten-veneris","Scandix pecten-veneris",15526,4092,"Apiaceae","","","PIP (UN)","","","","","","","",1,"1"
750,"Aralia","cordata","","","Thunb.","","Thunb.","","Aralia cordata Thunb.","Aralia cordata Thunb.","Aralia cordata Thunb.","Aralia cordata","Aralia cordata",1406,4104,"Araliaceae","","","","","","","","","","1",1,""
751,"Aralia","cordata","var.","continentalis","Thunb.","(Kitag.) Y.C.Chu","(Kitag.) Y.C.Chu","","Aralia cordata Thunb. var. continentalis (Kitag.) Y. C. Chu","Aralia cordata var. continentalis (Kitag.) Y.C.Chu","Aralia cordata var. continentalis (Kitag.) Y.C.Chu","Aralia cordata var. continentalis","Aralia cordata var. continentalis",1407,4105,"Araliaceae","","","","","","","1","","","1",1,""
752,"Aralia","elata","","","(Miq.) Seem.","","(Miq.) Seem.","","Aralia elata (Miq.) Seem.","Aralia elata (Miq.) Seem.","Aralia elata (Miq.) Seem.","Aralia elata","Aralia elata",1410,4106,"Araliaceae","","","","","","","1","","","1",1,""
753,"Eleutherococcus","senticosus","","","(Rupr. & Maxim.) Maxim.","","(Rupr. & Maxim.) Maxim.","","Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.","Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.","Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.","Eleutherococcus senticosus","Eleutherococcus senticosus",6250,4113,"Araliaceae","Ⅱ","VU","","","","VU","","Ⅴ","","1",1,""
754,"Eleutherococcus","sessiliflorus","","","(Rupr. & Maxim.) S.Y.Hu","","(Rupr. & Maxim.) S.Y.Hu","","Eleutherococcus sessiliflorus (Rupr. & Maxim.) S. Y. Hu","Eleutherococcus sessiliflorus (Rupr. & Maxim.) S.Y.Hu","Eleutherococcus sessiliflorus (Rupr. & Maxim.) S.Y.Hu","Eleutherococcus sessiliflorus","Eleutherococcus sessiliflorus",6252,4115,"Araliaceae","","","","","","","1","Ⅰ","","1",1,""
755,"Eleutherococcus","sieboldianus","","","(Makino) Koidz.","","(Makino) Koidz.","","Eleutherococcus sieboldianus (Makino) Koidz.","Eleutherococcus sieboldianus (Makino) Koidz.","Eleutherococcus sieboldianus (Makino) Koidz.","Eleutherococcus sieboldianus","Eleutherococcus sieboldianus",6253,4116,"Araliaceae","","","","","","","","","","",1,""
756,"Panax","ginseng","","","C.A.Mey.","","C.A.Mey.","","Panax ginseng C. A. Mey.","Panax ginseng C.A.Mey.","Panax ginseng C.A.Mey.","Panax ginseng","Panax ginseng",12244,4128,"Araliaceae","","DD","","","","NE","1","Ⅴ","","1",1,""
757,"Tetrapanax","papyrifer","","","(Hook.) K.Koch","","(Hook.) K.Koch","","Tetrapanax papyrifer (Hook.) K. Koch","Tetrapanax papyrifer (Hook.) K.Koch","Tetrapanax papyrifer (Hook.) K.Koch","Tetrapanax papyrifer","Tetrapanax papyrifer",16604,4129,"Araliaceae","","","PIP (CAP)","","","","","","","",1,""
758,"Sambucus","canadensis","","","L.","","L.","","Sambucus canadensis L.","Sambucus canadensis L.","Sambucus canadensis L.","Sambucus canadensis","Sambucus canadensis",15258,4132,"Adoxaceae","","","PIP (CAP)","","","","","","","",1,""
759,"Sambucus","nigra","","","L.","","L.","","Sambucus nigra L.","Sambucus nigra L.","Sambucus nigra L.","Sambucus nigra","Sambucus nigra",15264,4133,"Adoxaceae","","","IAP (CAP)","","","","","","","",1,"1"
760,"Viburnum","opulus","f.","hydrangeoides","L.","(Nakai) Hara","(Nakai) Hara","","Viburnum opulus L. forma hydrangeoides (Nakai) Hara","Viburnum opulus f. hydrangeoides (Nakai) Hara","Viburnum opulus f. hydrangeoides (Nakai) Hara","Viburnum opulus f. hydrangeoides","Viburnum opulus f. hydrangeoides",17385,4152,"Adoxaceae","","","","","","","","","","",1,""
761,"Abelia","× grandiflora","","","(Rovelli ex André) Rehder","","(Rovelli ex André) Rehder","","Abelia × grandiflora (Rovelli ex André) Rehder","Abelia × grandiflora (Rovelli ex André) Rehder","Abelia × grandiflora (Rovelli ex André) Rehder","Abelia × grandiflora","Abelia × grandiflora",13,4158,"Caprifoliaceae","","","","","","","","","","",1,""
762,"Diervilla","sessilifolia","","","Buckley","","Buckley","","Diervilla sessilifolia Buckley","Diervilla sessilifolia Buckley","Diervilla sessilifolia Buckley","Diervilla sessilifolia","Diervilla sessilifolia",5729,4159,"Caprifoliaceae","","","PIP (CAP)","","","","","","","",1,""
763,"Lonicera","periclymenum","","","L.","","L.","","Lonicera periclymenum L.","Lonicera periclymenum L.","Lonicera periclymenum L.","Lonicera periclymenum","Lonicera periclymenum",10685,4183,"Caprifoliaceae","","","","","","","","","","",1,""
764,"Triosteum","sinuatum","","","Maxim.","","Maxim.","","Triosteum sinuatum Maxim.","Triosteum sinuatum Maxim.","Triosteum sinuatum Maxim.","Triosteum sinuatum","Triosteum sinuatum",16979,4199,"Caprifoliaceae","","","","","","","","","","",1,""
765,"Weigela","florida","","","(Bunge) A.DC.","","(Bunge) A.DC.","","Weigela florida (Bunge) A. DC.","Weigela florida (Bunge) A.DC.","Weigela florida (Bunge) A.DC.","Weigela florida","Weigela florida",17669,4209,"Caprifoliaceae","","","","","","","1","Ⅱ","","1",1,""
766,"Weigela","florida","f.","subtricolor","(Bunge) A.DC.","Nakai","Nakai","","Weigela florida (Bunge) A. DC. forma subtricolor Nakai","Weigela florida f. subtricolor Nakai","Weigela florida f. subtricolor Nakai","Weigela florida f. subtricolor","Weigela florida f. subtricolor",17674,4212,"Caprifoliaceae","","","","","","","","","","1",1,""
767,"Weigela","praecox","","","(Lemoine) L.H.Bailey","","(Lemoine) L.H.Bailey","","Weigela praecox (Lemoine) L. H. Bailey","Weigela praecox (Lemoine) L.H.Bailey","Weigela praecox (Lemoine) L.H.Bailey","Weigela praecox","Weigela praecox",17682,4215,"Caprifoliaceae","","","","","","","1","Ⅱ","","1",1,""
768,"Acorus","calamus","","","L.","","L.","","Acorus calamus L.","Acorus calamus L.","Acorus calamus L.","Acorus calamus","Acorus calamus",462,4228,"Acoraceae","","LC","","","","LC","1","Ⅱ","","1",1,""
769,"Hydrocleys","nymphoides","","","(Humb. & Bonpl. ex Willd.) Buchenau","","(Humb. & Bonpl. ex Willd.) Buchenau","","Hydrocleys nymphoides (Humb. & Bonpl. ex Willd.) Buchenau","Hydrocleys nymphoides (Humb. & Bonpl. ex Willd.) Buchenau","Hydrocleys nymphoides (Humb. & Bonpl. ex Willd.) Buchenau","Hydrocleys nymphoides","Hydrocleys nymphoides",20243,4233,"Alismataceae","","","PIP (CAP)","","","","","","","",1,""
770,"Sagittaria","sagittifolia","var.","edulis","L.","(Schltdl.) Siebold ex Miq.","(Schltdl.) Siebold ex Miq.","","Sagittaria sagittifolia L. var. edulis (Schltdl.) Siebold ex Miq.","Sagittaria sagittifolia var. edulis (Schltdl.) Siebold ex Miq.","Sagittaria sagittifolia var. edulis (Schltdl.) Siebold ex Miq.","Sagittaria sagittifolia var. edulis","Sagittaria sagittifolia var. edulis",15086,4237,"Alismataceae","","","","","","","","","","",1,"1"
