Code_No,Num,Family,TaxonName,EndangeredSpecies,RarePlants,ExoticPlants,KoreanEndemicPlants,ClimateSensitiveBiologicalIndicatorSpecies,KoreanRedListOfThreatenedSpecies,BiologicalResourcesSubjectToTheApprovalOfOutboundTransfer,FloristicTargetSpecies,PlantsAdaptableToClimateChange,Native_NABI,Cultivated_NABI,Naturalized_NABI
9445,4552,Iridaceae,Iris germanica L.,,,PIP (CAP),,,,,,,,1,
9457,4553,Iridaceae,Iris japonica Thunb.,,,,,,,,,,,1,
9497,4564,Iridaceae,Iris pseudacorus L.,,,PIP (CAP),,,,,,,,1,1
9501,4565,Iridaceae,Iris pumila L.,,,PIP (CAP),,,,,,,,1,
9567,4577,Iridaceae,Iris tectorum Maxim.,,,,,,,,,,,1,
15992,4580,Iridaceae,Sisyrinchium patagonicum Phil. ex Baker,,,,,,,,,,,1,
5202,4610,Orchidaceae,Cymbidium goeringii (Rchb. f.) Rchb. f.,cancel,,,,,LC,,Ⅰ,,1,1,
7276,4643,Orchidaceae,Gastrodia elata Blume,cancel,VU,,,,LC,,Ⅱ,,1,1,
11729,4688,Orchidaceae,Neofinetia falcata (Thunb.) Hu,Ⅰ,CR,,,,CR,,Ⅴ,,1,1,
14353,4723,Arecaceae,Rhapis excelsa Henry ex Rehder,,,,,,,,,,,1,
14354,4724,Arecaceae,Rhapis humilis Blume,,,,,,,,,,,1,
16865,4725,Arecaceae,Trachycarpus fortunei (Hook.) H. Wendl.,,,PIP (CAP),,,,,,,,1,
16866,4726,Arecaceae,Trachycarpus wagnerianus hort. ex Becc.,,,,,,,,,,,1,
1096,4727,Bromeliaceae,Ananas comosus (L.) Merr.,,,,,,,,,,,1,
5246,4938,Cyperaceae,Cyperus alternifolius L.,,,,,,,,,,,1,
5254,4944,Cyperaceae,Cyperus esculentus L. var. sativus Boeck.,,,IAP (CAP),,,,,,,,1,1
17915,4945,Cyperaceae,Cyperus exaltatus Retz. var. iwasakii (Makino) T. Koyama,,,Arc.,,,,,,,,1,1
5274,4957,Cyperaceae,Cyperus papyrus L.,,,,,,,,,,,1,
14736,5020,Cyperaceae,Rhynchospora colorata (Hitchc) H. Pfeiff.,,,,,,,,,,,1,
20005,5051,Cyperaceae,Trichophorum cespitosum (L.) Hartm.,,,,,,,,,,,1,
20245,5099,Poaceae,Aegilops caudata L,,,PIP (UN),,,,,,,,1,
725,5104,Poaceae,Agrostis capillaris L.,,,IAP (CAP),,,,,,,,1,1
1638,5129,Poaceae,Arundinaria simonii (Carrière) Rivière & C. Rivière,,,,,,,,,,,1,
1643,5132,Poaceae,Arundo donax L.,,,PIP (CAP),,,,,,,,1,
1644,5133,Poaceae,Arundo donax L. var. versicolor (Mill.) Stokes,,,,,,,,,,,1,
2048,5135,Poaceae,Avena sativa L.,,,PIP (CAP),,,,,,,,1,1
4012,5175,Poaceae,Chasmanthium latifolium (Michx.) H. O. Yates,,,IAP (CAP),,,,,,,,1,1
4528,5181,Poaceae,Coix lacryma-jobi L.,,,IAP (NP),,,,,,,,1,1
4530,5182,Poaceae,Coix lacryma-jobi L. var. ma-yuen (Rom. Caill.) Stapf,,,PIP (CAP),,,,,,,,1,
4754,5183,Poaceae,Cortaderia selloana (Schult. & Schult. f.) Asch. & Graebn.,,,PIP (CAP),,,,,,,,1,
5243,5187,Poaceae,Cynosurus cristatus L.,,,PIP (UN),,,,,,,1,1,
6907,5242,Poaceae,Festuca arundinacea Schreb.,,,IAP (NP),,,,,,,,1,1
6914,5244,Poaceae,Festuca heterophylla Lam.,,,IAP (NP),,,,,,,,1,1
20248,5268,Poaceae,Holcus mollis L.,,,PIP (UN),,,,,,,,1,
8477,5272,Poaceae,Hordeum vulgare L.,,,PIP (CAP),,,,,,,,1,
8920,5273,Poaceae,Hystrix cristata Linnaeus,,,,,,,,,,,1,
10635,5290,Poaceae,Lolium perenne L.,,,IAP (NP),,,,,,,,1,1
10637,5292,Poaceae,Lolium temulentum L.,,,PIP (UN),,,,,,,,1,1
11470,5306,Poaceae,Miscanthus sacchariflorus (Maxim.) Benth.,,,,,,,1,,,1,1,
20149,5320,Poaceae,Muhlenbergia capillaris (Lam.) Trin.,,,PIP (CAP),,,,,,,,1,
12068,5330,Poaceae,Oryza sativa L.,,,,,,,,,,,1,
12069,5331,Poaceae,Oryza sativa L. var. glutinosa Blanco,,,,,,,,,,,1,
12070,5332,Poaceae,Oryza sativa L. var. terrestris Makino,,,,,,,,,,,1,
12256,5335,Poaceae,Panicum miliaceum L.,,,Arc.,,,,,,,,1,1
12435,5348,Poaceae,Pennisetum flaccidum Griseb.,,,IAP (CAP),,,,,,,,1,1
12437,5349,Poaceae,Pennisetum latifolium Spreng.,,,PIP (UN),,,,,,,,1,
12622,5354,Poaceae,Phalaris arundinacea L. var. picta L.,,,,,,,,,,,1,
12627,5356,Poaceae,Phalaris minor Retz.,,,PIP (UN),,,,,,,,1,1
12801,5364,Poaceae,Phyllostachys compressus Uyeki,,,,,,,,,,,1,
20044,5365,Poaceae,Phyllostachys edulis (Carrière) J. Houz.,,,PIP (CAP),,,,,,,,1,
12804,5366,Poaceae,Phyllostachys nigra (Lodd. ex Lindl.) Munro,,,PIP (CAP),,,,,,,,1,
12807,5367,Poaceae,Phyllostachys nigra (Lodd. ex Lindl.) Munro var. henonis (Mitford) Stapf ex Rendle,,,,,,,,,,1,1,
20262,5369,Poaceae,Phyllostachys reticulata (Rupr.) K. Koch,,,PIP (CAP),,,,,,,,1,
13976,5399,Poaceae,Pseudosasa japonica (Siebold & Zucc. ex Steud.) Makino ex Nakai,,,,,,,,,,1,1,
15057,5408,Poaceae,Saccharum officinarum L.,,,,,,,,,,,1,
15686,5419,Poaceae,Secale cereale L.,,,PIP (CAP),,,,,,,,1,
15892,5424,Poaceae,Setaria italica (L.) P. Beauv.,,,,,,,,,,,1,
15895,5427,Poaceae,Setaria verticillata (L.) P. Beauv.,,,PIP (UN),,,,,,,,1,
16157,5431,Poaceae,Sorghum bicolor (L.) Moench,,,PIP (CAP),,,,,,,,1,
16158,5432,Poaceae,Sorghum bicolor (L.) Moench var. dulciusculum Ohwi,,,,,,,,,,,1,
16159,5433,Poaceae,Sorghum bicolor (L.) Moench var. hoki Ohwi,,,,,,,,,,,1,
16337,5445,Poaceae,Stipa gigantea Link,,,,,,,,,,,1,
16991,5457,Poaceae,Triticum aestivum L.,,,,,,,,,,,1,
20259,5460,Poaceae,Vulpia myuros (L.) C. C. Gmel. subsp. megalura (Nutt.) Soják,,,PIP (UN),,,,,,,,1,1
17811,5461,Poaceae,Zea mays L.,,,,,,,,,,,1,
17854,5463,Poaceae,Zoysia japonica Steud.,,,,,,,1,,,1,1,
17858,5466,Poaceae,Zoysia matrella (L.) Merr.,,,IAP (CAP),,,,,,,,1,1
17095,5478,Typhaceae,Typha minima Funck ex Hoppe,,,,,,,,,,,1,
16872,5489,Commelinaceae,Tradescantia fluminensis Vell.,,,IAP (NP),,,,,,,,1,1
16881,5491,Commelinaceae,Tradescantia spathacea Sw.,,,PIP (CAP),,,,,,,,1,
6172,5492,Pontederiaceae,Eichhornia crassipes (Mart.) Solms,,,PIP (CAP),,,,,,,,1,1
3144,5496,Cannaceae,Canna × generalis L. H. Bailey,,,IAP (CAP),,,,,,,,1,1
16621,5497,Marantaceae,Thalia dealbata Fraser ex Roscoe,,,PIP (CAP),,,,,,,,1,
11618,5498,Musaceae,Musa basjoo Siebold & Zucc. ex Iinuma,,,,,,,,,,,1,
11614,5499,Musaceae,Musa × paradisiaca L.,,,,,,,,,,,1,
16353,5500,Strelitziaceae,Strelitzia reginae Banks,,,,,,,,,,,1,
985,5501,Zingiberaceae,Alpinia japonica (Thunb.) Miq.,,,,,,,,,,,1,
7935,5502,Zingiberaceae,Hedychium coronarium J. Koenig,,,PIP (CAP),,,,,,,,1,
17834,5503,Zingiberaceae,Zingiber mioga (Thunb.) Roscoe,,,IAP (NP),,,,,,,,1,1
17835,5504,Zingiberaceae,Zingiber officinale Roscoe,,,,,,,,,,,1,
