Page,Genus,SpecificEpithet,InfraspecificRank,InfraspecificName,Authority
417,Wisteria ,floribunda,,,DC.
417,Wisteria ,floribunda,var.,macrobotrys,Bailey
417,Wisteria ,sinensis,,,Sweet.
418,Wisteria ,frutescens,,,Poir.
418,Wisteria ,frutescens,var.,magnifica,Herincq.
418,Wisteria ,venusta,,,Rehd.& Wils.
418,Apios,tuberosa,,,Moench.
418,Chorizema,varium,,,Benth.
418,Chorizema,cordatum,,,Lindl.
418,Chorizema,ilicifolium,,,Labill.
419,Ulex,europaeus,,,L.
419,Laburnum,anagyroides,,,Medic.
419,Laburnum,alpinum,,,Griseb.
419,Laburnum,watereri,,,Dipp.
420,Cytisus,leucanthus,,,Waldst. & Kit.
420,Cytisus,leucanthus,var.,schipkaensis,Dipp.
420,Cytisus,proliferus,,,L.
420,Cytisus,purpureus,,,Scop.
420,Cytisus,fragrans,,,Lam.
420,Cytisus,praecox,,,Bean.
420,Cytisus,scoparius,,,Link.
420,Cytisus,scoparius,var.,andreanus,Dipp.
420,Cytisus,canariensis,,,Kuntze
420,Cytisus,canariensis,var.,ramosissimus,Briq.
420,Cytisus,racemosus,,,Nichols.
421,Genista,monosperma,,,Lam.
421,Genista,tinctoria,,,L.
421,Genista,sagittalis,,,L.
421,Spartium,junceum,,,Lam.
421,Cercis,canadensis,,,L.
421,Cercis,chinensis,,,Bunge.
421,Cercis,siliquastrum,,,L.
422,Bauhinia,galipini,,,N.E.Br.
422,Bauhinia,vahlii,,,Wight & Arn.
422,Bauhinia,grandiflora,,,Juss.
422,Bauhinia,tomentosa,,,L.
422,Bauhinia,purpurea,,,L.
422,Bauhinia,variegata,,,L.
423,Parkinsonia,aculeata,,,L.
423,Cassia,artemisioides,,,Gaud.
423,Cassia,tomentosa,,,L.f.
423,Cassia,fistula,,,L.
424,Cassia,beareana,,,Holmes.
424,Cassia,marilandica,,,L.
424,Cassia,corymbosa,,,Lam.
424,Cassia,siamea,,,Lam.
424,Cassia,grandis,,,L.f.
424,Cassia,nodosa,,,Buch.-Ham.
424,Delonix,regia,,,Raf.
425,Poinciana,pulcherrima,,,L.
425,Poinciana,gilliesii,,,Hook.
425,Gleditsia,tricanthos,,,L.
426,Tamarindus,indica,,,L.
426,Ceratonia,siliqua,,,L.
426,Adenanthera,pavonina,,,L.
426,Mimosa,pudica,,,L.
427,Leucaena,glauca,,,Benth.
428,Acacia,juniperina,,,Willd.
428,Acacia,tenuifolia,,,F.Muell.
428,Acacia,calamifolia,,,Sweet.
428,Acacia,armata,,,R.Br.
428,Acacia,sentis,,,F.Muell.
428,Acacia,podalyriaefolia,,,Cunn.
429,Acacia,cultriformis,,,Cunn.
429,Acacia,pravissima,,,F.Muell.
429,Acacia,linifolia,,,Willd.
429,Acacia,pycnantha,,,Benth.
429,Acacia,cynophylla,,,Lindl.
429,Acacia,saligna,,,Wendl.
429,Acacia,neriifolia,,,Cunn.
429,Acacia,pendula,,,Cunn.
430,Acacia,melanoxylon,,,R.Br.
430,Acacia,cyclops,,,Cunn.
430,Acacia,verticillata,,,Willd.
430,Acacia,longifolia,,,Willd.
430,Acacia,longifolia,var.,floribunda,F.Muell.
430,Acacia,latifolia,,,Benth.
430,Acacia,pubescens,,,R.Br.
430,Acacia,elata,,,Cunn.
431,Acacia,bailelyana,,,F.Muell.
431,Acacia,pruinosa,,,Cunn.
431,Acacia,decurrens,,,Willd.
431,Acacia,decurrens,var.,mollis,Lindl.
431,Acacia,decurrens,var.,dealbata,F.Muell.
431,Acacia,pulechella,,,R.Br.
431,Acacia,farnesiana,,,Willd.
431,Acacia,drummondii,,,Benth.
432,Calliandra,portoricensis,,,Benth.
432,Calliandra,tweedii,,,Benth.
432,Calliandra,californica,,,Benth.
432,Pithecolobium,dulce,,,Benth.
432,Pithecolobium,unguis-cati,,,Benth.
432,Samanea,saman,,,Merr.
433,Albizzia,lophantha,,,Benth.
433,Albizzia,lebbek,,,Benth.
433,Albizzia,julibrissin,,,Durazz.
434,Geranium,sanguineum,,,L.
434,Geranium,sanguineum,var.,prostratum ,Pers.
434,Geranium,pratense,,,L.
434,Geranium,psilostemon,,,Ledeb.
434,Geranium,ibericum,,,Cav.
434,Geranium,platypetalum,,,Fisch.& Mey
434,Erodium,cicutarium,,,L'Her.
434,Erodium,moschatum,,,L'Her.
435,Pelargonium,peltatum,,,Ait.
435,Pelargonium,hortorum,,,Bailey
435,Pelargonium,odoratissimum,,,Ait.
436,Pelargonium,fragrans,,,Willd.
436,Pelargonium,domesticum,,,Bailey
436,Pelargonium,quercifolium,,,Ait.
436,Pelargonium,vitifolium,,,Ait.
436,Pelargonium,graveolens,,,L'Her.
436,Pelargonium,radula,,,L'Her.
436,Pelargonium,denticulatum,,,Jacq.
436,Pelargonium,crispum,,,L'Her.
437,Oxalis,montana,,,Raf.
437,Oxalis,ortgiesi,,,Regel.
437,Oxalis,valdiviensis,,,Barn.
437,Oxalis,corniculata,,,L.
438,Oxalis,corniculata,var.,repens,Zucc.
438,Oxalis,corniculata,var.,atropurpurea,Planch.
438,Oxalis,cernua,,,Thunb.
438,Oxalis,bowieana,,,Lodd.
438,Oxalis,rubra,,,St.Hil.
438,Averrhoa,bilimbi,,,L.
438,Averrhoa,carambola,,,L.
439,Tropaeolum,peregrinum,,,L.
439,Tropaeolum,majus,,,L.
439,Tropaeolum,peltophorum,,,Benth.
439,Tropaeolum,minus,,,L.
440,Linum,flavum,,,L.
440,Linum,grndiflorum,,,Desf.
440,Linum,usitatissimum,,,L.
440,Linum,perenne,,,L.
440,Reinwardtia,indica,,,Dumort.
441,Aegle,marmelos,,,Corr.
441,Claucena ,lansium ,,,Skeels
441,Microcitrus,australasica,,,Swingle
441,Chaetospermum,glutinosum,,,Swingle
441,Luvunga,scandens,,,Buch.-Ham.
441,Paramignya,monophylla,,,Wight.
443,Ruta,graveolens,,,L.
443,Ruta,chalapensis,,,L.
443,Dictamnus,albus,,,L.
443,Evodia,daniellii,,,Hemsl.
443,Diosma,ericoides,,,L.
443,Boronia,magastigma,,,Nees.
443,Boronia,elatior,,,Bartl.
443,Correa,alba,,,Andr.
443,Correa,speciosa,,,Ait.
443,Ptelea,trifoliata,,,L.
444,Casimiroa,edulis,,,Llave & Lex.
444,Phellodendron,japonicum,,,Maxim.
444,Phellodendron,amurense,,,Rupr.
444,Phellodendron,sachalinense,,,Sarg.
444,Murraea,exotica,,,L.
445,Severinia,buxifolia,,,Tenore
445,Skimmia,japonica,,,Thunb.
445,Skimmia,fortunei,,,Mast.
445,Triphasia,trifolia,,,P.Wils.
446,Citrus,medica,,,L.
446,Citrus,medica,var.,sarcodactylus,Swingle
446,Citrus,taitensis,,,Risso
446,Citrus,limonia,,,Osbeck
446,Citrus,aurantifolia,,,Swingle
446,Citrus,maxima,,,Merr.
446,Citrus,aurantium,,,L.
446,Citrus,sinensis,,,Osbeck
447,Citrus,nobilis,,,Lour.
447,Citrus,nobilis,var.,deliciosa,Swingle
447,Citrus,nobilis,var.,unshiu,Swingle
447,Citrus,mitis,,,Blanco
447,Fortunella,margarita,,,Swingle
447,Fortunella,japonica,,,Swingle
447,Citropsis,schweinfurthii,,,Swingle & Kellern.
448,Poncirus,trifoliata,,,Raf.
448,Ailanthus,altissima,,,Swingle 
449,Melia,azedarach,,,L.
449,Melia,azedarach,var.,umbraculiformis,Berckmans
449,Melia,azedarach,var.,floridunda,Morr.
449,Cedrela,sinensis,,,Juss.
449,Cedrela,toona,,,Roxb.
449,Cedrela,odorata,,,L.
450,Swietenia,mahogani,,,Jacq.
450,Malpighia,glabra,,,L.
450,Thryallis,glauca,,,Kuntze
451,Stigmaphyllon,ciliatum,,,Juss.
451,Stigmaphyllon,littorale,,,Juss.
451,Polygala,myrtifolia,,,L.
451,Polygala,myrtifolia,var.,grandiflora,Hook.
451,Polygala,dalmaisiana ,,,Hort.
453,Euphorbia,splendens,,,Bojer.
453,Euphorbia,marginata,,,Pursh.
453,Euphorbia,corollata,,,L.
453,Euphorbia,fulgens,,,Karw.
453,Euphorbia,pulcherrima,,,Willd.
453,Euphorbia,heterophylla,,,L.
453,Euphorbia,cyparissias,,,L.
453,Euphorbia,lathyrus,,,L.
454,Euphorbia,epithymoides,,,L.
454,Euphorbia,myrsinites,,,L.
454,Pedilanthus,tithymaloides,,,Poit.
454,Phyllanthus,acidus,,,Skeels
454,Phyllanthus,emblica,,,L.
454,Breynia,nivosa,,,Small.
455,Xylophylla,speciosa,,,Sweet.
455,Xylophylla,angustifolia,,,Sw.
455,Sapium,sebiferum,,,Roxb.
455,Aleurites,moluccan ,,,Willd.
455,Aleurites,fordii,,,Hemsl.
456,Codiaeum,variegatum,var.,pictum,Muell.Arg.
456,Ricinus,communis,,,L.
456,Hevea,brasiliensis,,,Muell.Arg.
457,Manihot,utilissima,,,Pohl.
457,Acalypha,hispida,,,Burm.f.
457,Acalypha,wilkesiana,,,Muell.Arg.
457,Acalypha,wilkesiana,var.,macafeana,W.Miller
457,Acalypha,wilkesiana,var.,marginata,W.Miller
457,Acalypha,wilkesiana,,macrophylla,N.Taylor
457,Acalypha,wilkesiana,,musaica,W.Miller
457,Acalypha,godseffiana,,,Mast.
458,Daphniphyllum,macropodum,,,Miq.
458,Buxus,sempervirens,,,L.
458,Buxus,microphylla,var.,japonica,Rehd.& Wils.
458,Pachysandra,terminalis,,,Sieb. & Zucc.
459,Limnanthes,douglasii,,,R.Br.
459,Anacardium,occidentale,,,L.
460,Cotinus,coggygria,,,Scop.
460,Mangifera,indica,,,L.
460,Spondias,purpurea,,,L.
460,Spondias,mombin,,,L.
460,Spondias,cytherea,,,Sonn.
461,Pistacia,vera,,,L.
461,Schinus,molle,,,L.
461,Schinus,terebinthifolius,,,Raddi
461,Rhus,javanica,,,L.
461,Rhus,hirta,,,Sudw.
461,Rhus,hirta,var.,dissecta ,Rehd.
462,Ilex,aquifolium,,,L.
462,Ilex,aquifolium,var.,princeps,Moore.
462,Ilex,aquifolium,var.,myrtifolia,Waterer
462,Ilex,cornuta,,,Lindl.
462,Ilex,opaca,,,Ait.
462,Ilex,integra,,,Thunb.
462,Ilex,cassine,,,L.
463,Ilex,cassine,var.,myrtifolia,Sarg.
463,Ilex,vormitoria,,,Ait.
463,Ilex,crenata,,,Thunb.
463,Ilex,glabra,,,Gray.
463,Ilex,verticillata,,,Gray.
463,Ilex,serrata,,,Thunb.
464,Celastrus,orbiculatus,,,Thunb.
464,Celastrus,scandens,,,L.
464,Celastrus,paniculatus,,,Willd.
464,Maytenus,boaria,,,Molina
464,Euonymus,radicans,,,Sieb.
465,Euonymus,radicans,var.,carrierei,Nichols.
465,Euonymus,radicans,var.,vegeta,Rehd.
465,Euonymus,radicans,var.,minima,Simon-Louis
465,Euonymus,alata,,,Regel.
465,Euonymus,nana,,,Bieb.
465,Euonymus,japonica,,,L.f.
465,Euonymus,bungeana,,,Maxim.
465,Euonymus,bungeana,var.,semipersistens,Schneid.
465,Euonymus,latifolia,,,Mill.
465,Euonymus,europaea,,,L.
466,Staphylea,colchica,,,Stev.
466,Staphylea,bumalda,,,DC.
466,Staphylea,pinnata,,,L.
466,Acer,negundo,,,L.
467,Acer,negundo,var.,californicum,Sarg.
467,Acer,saccharinum,,,L.
467,Acer,saccharinum,var.,wieri,Schwerin
467,Acer,saccharum,,,Marsh.
467,Acer,nigrum,,,Michx.
467,Acer,pseudo-platanus,,,L.
467,Acer,tataricum,,,L.
467,Acer,ginnala,,,Maxim.
467,Acer,campestre,,,L.
467,Acer,pictum,,,Thunb.
467,Acer,platanoides,,,L.
467,Acer,platanoides,var.,schwedleri,Koch.
467,Acer,japonicum,,,Thunb.
467,Acer,circinatum,,,Pursh.
468,Acer,palmatum,,,Thunb.
468,Aesculus,parviflora,,,Walt.
468,Aesculus,pavia,,,L.
468,Aesculus,octandra,,,Marsh.
468,Aesculus,hippocastanum,,,L.
468,Aesculus,carnea,,,Hayne
468,Aesculus,hybrida,,,DC.
469,Sapindus,saponaria,,,L.
469,Melicocca,bijuga,,,L.
470,Litchi,chinensis,,,Sonn.
470,Euphoria,longana,,,Lam.
470,Dodonaea,cuneata,,,Rudge.
470,Dodonaea,viscosa,,,L.
470,Dodonaea,thunbergiana,,,Eckl. & Zeyh.
470,Dodonaea,madagascariensis,,,Radlk.
471,Koelreuteria,paniculata,,,Laxm.
471,Xanthoceras,sorbifolia,,,Bunge.
471,Blighia,sapida,,,Koenig.
471,Cupania,anacardioides,,,A.Rich.
472,Cardiospermum,halicacabum,,,L.
472,Cardiospermum,hirsutum,,,Willd.
472,Paullinia,thalilctrifolia,,,Juss.
472,Melianthus,major,,,L.
473,Melianthus,comosus,,,Vahl.
473,Melianthus,minor,,,L.
473,Greyia,sutherlandii,,,Hook.& Harv.
473,Impatiens,balsamina,,,L.
474,Impatiens,roylei,,,Walp.
474,Impatiens,sultani,,,Hook.f.
474,Impatiens,holstii,,,Engler & Warb.
474,Rhamnus,cathartica,,,L.
475,Rhamnus,frangula,,,L.
475,Rhamnus,frangula,var.,asplenifolia,Dipp.
475,Zizyphus,jujuba,,,Mill.
475,Zizyphus,mauritinia,,,Lam.
475,Paliurus,spina-shristi,,,Mill.
475,Ceanothus,delilianus,,,Spach.
476,Ceanothus,pallidus,,,Lindl.
476,Ceanothus,veitchianus,,,Hook.
476,Ceanothus,lobbianus,,,Hook.
476,Pomaderris,apetala,,,Labill.
476,Hovenia,dulcis,,,Thunb.
477,Colletia,cruciata,,,Gill. & Hook.
478,Vitis,vinifera,,,L.
478,Vitis,vinifera,var.,apiifolia,Loud.
478,Vitis,girdiana,,,Munson
478,Vitis,aestivalis,,,Michx.
478,Vitis,bourquiniana,,,Bailey
478,Vitis,linsecomii,,,Buckley.
478,Vitis,labrusca,,,L.
478,Vitis,labruscana,,,Bailey
479,Vitis,coignetiae,,,Pulliatt.
479,Vitis,rotundifolia,,,Michx.
479,Ampelopsis,brevipedunculata,,,Koehne.
479,Ampelopsis,brevipedunculata,var.,maximowiczii,Rehd.
479,Ampelopsis,brevipedunculata,var.,citrulloides,Bailey
479,Ampelopsis,brevipedunculata,var.,elegans,Bailey
479,Ampelopsis,humilifolia,,,Bunge.
479,Ampelopsis,micans,,,Rehd.
480,Ampelopsis,aconitifolia,,,Bunge.
480,Ampelopsis,megalophylla,,,Diels & Gilg.
480,Ampelopsis,arborea,,,Koehne.
480,Ampelopsis,oreintalis,,,Planch.
480,Cissus,capensis,,,Willd.
480,Cissus,antarctica,,,Vent.
480,Cissus,discolor,,,Blume
480,Cissus,rhombifolia,,,Planch.
480,Cissus,striata,,,Ruiz. & Pav.
481,Parthenocissus,tricuspidata,,,Planch.
481,Parthenocissus,henryana,,,Diels & Gilg.
481,Parthenocissus,quinquefolia,,,Planch.
481,Parthenocissus,quinquefolia,var.,engelmannii,Rehd.
481,Parthenocissus,quinquefolia,var.,hirsuta,Planch.
481,Parthenocissus,quinquefolia,var.,vitacea,Bailey
482,Tilia,glabra,,,Vent.
482,Tilia,glabra,var.,macrophylla,Hort.
482,Tilia,spectabilis,,,Dipp.
482,Tilia,spectabilis,var.,moltkei,Rehd.
482,Tilia,platyphyllos,,,Scop.
482,Tilia,platyphyllos,var.,laciniata,Henry
482,Tilia,vulgaris,,,Hayne
482,Tilia,tomentosa,,,Moench.
482,Tilia,petiolaris,,,Hook.f.
483,Corchorus,capsularis,,,L.
483,Corchorus,olitorius,,,L.
483,Sparmannia,africana,,,L.f.
484,Malva,moschata,,,L.
484,Malva,alcea,,,L.
484,Malva,sylvestris,,,L.
484,Malva,crispa,,,L.
485,Callirhoë,pedata,,,Gray.
485,Callirhoë,involucrata,,,Gray.
485,Lavatera,trimestris,,,L.
485,Lavatera,arborea,,,L.
485,Lavatera,arborea,var.,variegata ,Hort.
485,Lavatera,assurgentiflora,,,Kellogg.
486,Lavatera,olbia,,,L.
486,Lavatera,insularis,,,Wats.
486,Althaea,officinalis,,,L.
486,Althaea,rosea,,,Cav.
486,Althaea,ficifolia,,,Cav.
486,Sidalcea,candida,,,Gray.
486,Sidalcea,malvaeflora,,,Gray.
486,Sidalcea,malvaeflora,var.,listeri,Hort.
486,Sidalcea,prviflora,,,Greene.
487,Malvastrum,capense,,,Garcke
487,Malvastrum,hypomadarum,,,Sprague
487,Malvastrum,thurberi,,,Gray.
487,Malvastrum,thurberi,var.,laxiflorum,Gray.
487,Sphaeralcea,umbellata,,,Don.
487,Sphaeralcea,munroana,,,Spach.
487,Sphaeralcea,cisplatina,,,St.Hil.
488,Abutilon,megapotamicum,,,St.Hil.& Naud.
488,Abutilon,insigne,,,Planch.
488,Abutilon,vitifolium,,,Presl.
488,Abutilon,pictum,,,Walp.
488,Abutilon,pleniflorum,,,N.E.Br.
488,Abutilon,striatum,,,Dicks.
488,Abutilon,striatum,var.,thompsoni,Veitch.
488,Abutilon,hybridum,,,Voss.
489,Malvaviscus ,drummondii,,,Torr.& Gray.
489,Malvaviscus ,grandiflorus,,,HBK.
489,Malvaviscus ,mollis,,,DC.
489,Malvaviscus ,arboreus,,,Cav.
490,Pavonia,spinifex,,,Willd.
490,Pavonia,multiflora,,,St.Hil.
490,Pavonia,hastata,,,Cav.
490,Malope,trifida,,,Cav.
490,Malope,trifida,var.,grandiflora,Paxt.
490,Thespesia,populnea,,,Soland.
490,Thespesia,grandiflora,,,DC.
491,Gossypium,barbadense,,,L.
491,Gossypium,vitifolium,,,Lam.
491,Gossypium,brasiliense,,,Macf.
492,Gossypium,hirsutum,,,L.
492,Gossypium,hirsutum,var.,religiosum,Watt.
492,Gossypium,punctatum,,,Schum. & Thonn.
492,Gossypium,peruvianum,,,Cav.
492,Gossypium,mexicanum,,,Todaro.
492,Gossypium,arboreum,,,L.
492,Gossypium,indicum,,,Lam.
492,Gossypium,herbaceum,,,L.
492,Gossypium,obtusifolium,,,Roxb.
493,Ingenhouzia,triloba,,,Moc.& Sessé
493,Lagunaria ,patersonii,,,Don.
494,Hibiscus,trionum,,,L.
494,Hibiscus,abelmoschus,,,L.
494,Hibiscus,esculentus,,,L.
494,Hibiscus,manihot,,,L.
494,Hibiscus,sabdariffa,,,L.
494,Hibiscus,coccineus,,,Walt.
494,Hibiscus,militaris,,,Cav.
495,Hibiscus,moscheutos,,,L.
495,Hibiscus,oculiroseus,,,Britt.
495,Hibiscus,cannabinus,,,L.
495,Hibiscus,calycinus,,,Willd.
495,Hibiscus,heterophyllus,,,Vent.
495,Hibiscus,schizopetalus,,,Hook.f.
495,Hibiscus,arnottianus,,,Gray.
495,Hibiscus,denisoni,,,Burb.
495,Hibiscus,rosa-sinensis,,,L.
496,Hibiscus,rosa-sinensis,var.,cooperi,Nichols.
496,Hibiscus,mutabilis,,,L.
496,Hibiscus,syriacus,,,L.
496,Hibiscus,elatus,,,Sw.
496,Hibiscus,tiliaceus,,,L.
497,Ceiba,petandra,,,Gaertn.
497,Brachychiton,acerifolium,,,F.Muell.
497,Brachychiton,pupulneum,,,R.Br.
497,Firmiana ,simplex,,,Wight.
498,Cola,acuminata ,,,Schott & Endl.
498,Theobroma,cacao,,,L.
498,Dombeya,natalensis,,,Sond.
498,Dombeya,wallichii,,,Benth.& Hook.
498,Dombeya,spectabilis,,,Bojer.
499,Mahernia,verticillata,,,L.
499,Actinidia,arguta,,,Miq.
499,Actinidia,polygama,,,Maxim.
499,Actinidia,kolomikta,,,Maxim.
500,Actinidia,chinensis,,,Planch.
500,Thea,sinensis,,,L.
500,Thea,sinensis,var.,bohea,Pierre
500,Thea,sinensis,var.,viridis,Pierre
500,Thea,sinensis,var.,cantoniensis,Pierre
500,Thea,sinensis,var.,assamica,Pierre
501,Camellia,japonica,,,L.
501,Camellia,reticulata,,,Lindl.
501,Camellia,sasanqua,,,Thunb.
501,Stewartia,pseudo-camellia,,,Maxim.
501,Gordonia,alatamaha,,,Sarg.
502,Eurya,japonica,,,Thunb.
502,Eurya,ochnacea,,,Szysz.
502,Garcinia,mangostana,,,L.
504,Mammea,americana,,,L.
504,Hypericum,kalmianum,,,L.
504,Hypericum,patulum,,,Thunb.
504,Hypericum,patulum,var.,henryi,Veitch.
504,Hypericum,calycinum,,,L.
504,Hypericum,moserianum,,,André
504,Hypericum,prolificum,,,L.
504,Hypericum,densiflorum,,,Pursh.
505,Hypericum,aureum,,,Bartram.
505,Hypericum,floribundum,,,Dry.
505,Tamarix,articulata,,,Vahl.
506,Tamarix,gallica,,,L.
506,Tamarix,anglica,,,Webb.
506,Tamarix,pentandra,,,Pall.
506,Tamarix,odessana,,,Stev.
506,Tamarix,chinensis,,,Lour.
506,Tamarix,hispida,,,Willd.
506,Tamarix,juniperina,,,Bunge.
507,Cistus,monspeliensis,,,L.
507,Cistus,salvifolius,,,L.
507,Cistus,ladaniferus,,,L.
507,Cistus,laurifolius,,,L.
507,Cistus,albidus,,,L.
507,Helianthemum,chamaecistus,,,Mill.
508,Bixa,orellana,,,L.
508,Viola,odorata,,,L.
508,Viola,cornuta,,,L.
508,Viola,tricolor,var.,hortensis,DC.
509,Flacourtia,indica,,,Merr.
509,Dovyalis,hebecarpa,,,Warb.
510,Dovyalis,caffra,,,Warb.
510,Azara,microphylla,,,Hook.f.
511,Passiflora,quadrangularis,,,L.
511,Passiflora,alata,,,Dry.
511,Passiflora,laurifolia,,,L.
511,Passiflora,maliformis,,,L.
511,Passiflora,ligularis,,,Juss.
511,Passiflora,racemosa,,,Brot.
511,Passiflora,colvillii,,,Sweet.
511,Passiflora,incarnata,,,L.
512,Passiflora,edulis,,,Sims.
512,Passiflora,caerulea,,,L.
512,Passiflora,alato-caerulea,,,Lindl.
512,Passiflora,violacea,,,Vell.
512,Passiflora,van-volxemii,,,Triana & Planch.
512,Passiflora,manicata,,,Pers.
512,Passiflora,mollissima,,,Bailey
513,Carica,papaya,,,L.
513,Loasa,vulcanica,,,André
513,Caiophora,laterita,,,Benth.
514,Mentzelia,lindleyi,,,Torr.& Gray.
516,Begonia,semperflorens,,,Link.& Otto
516,Begonia,schmidtiana,,,Regel.
516,Begonia,foliosa,,,HBK.
516,Begonia,acutifolia,,,Jacq.
516,Begonia,albo-picta,,,Hort.
516,Begonia,fuchsioides,,,Hook.
516,Begonia,sandersonii,,,Hort.
516,Begonia,incana,,,Lindl.
516,Begonia,scharffiana,,,Regel.
517,Begonia,duchartrei,,,André
517,Begonia,haageana,,,Wats.
517,Begonia,laciniata,,,Roxb.
517,Begonia,metallica,,,L.Smith.
517,Begonia,thurstonii,,,Hort.
517,Begonia,sanguinea,,,Raddi
517,Begonia,glaucophylla,,,Hook.f.
517,Begonia,scandens,,,Sw.
517,Begonia,maculata,,,Raddi
517,Begonia,nitida,,,Dry.
518,Begonia,coccinea,,,Hook.
518,Begonia,ulmifolia,,,HBK.
518,Begonia,dichotoma,,,Jacq.
518,Begonia,phyllomaniaca,,,Mart.
518,Begonia,argenteo-guttata,,,Lemoine
518,Begonia,incarnata,,,Link.& Otto
518,Begonia,nigricans,,,Bailey
518,Begonia,palmaris,,,A.DC.
518,Begonia,olbia,,,Kerchove
519,Begonia,heracleifolia,,,Cham.& Schlecht.
519,Begonia,ricinifolia,,,A.Dietr.
519,Begonia,nelumbifolia ,,,Cham.& Schlecht.
519,Begonia,conchaefolia,,,A.Dietr.
519,Begonia,manicata,,,Cels.
519,Begonia,feastii,,,Hort.
519,Begonia,rex,,,Putz.
519,Begonia,rex-cultorum,,,Bailey
520,Begonia,imperialis,,,Lem.
520,Begonia,imperialis,var.,smaragdina ,Lem.
520,Begonia,speculata,,,Hort.
520,Begonia,rubellina,,,Bailey
520,Begonia,socotrana,,,Hook.f.
520,Begonia,dregei,,,Otto & Dietr.
520,Begonia,dregei,var.,macbethii,Bailey
520,Begonia,pearcei,,,Hook.f.
520,Begonia,tuberhybrida,,,Voss.
522,Pereskia,aculeata,,,Mill.
522,Pereskia,grandifolia,,,Harv.
522,Nopalea,cochinellifera,,,Salm-Dyck.
523,Opuntia,engelmannii,,,Salm-Dyck.
523,Opuntia,ficus-indica,,,Mill.
523,Cereus,peruvianus,,,Haw.
524,Cephalocereus,senilis,,,Pfeiff.
524,Nyctocereus,serpentinus,,,Britt. & Rose
524,Hylocereus,undatus,,,Britt. & Rose
525,Selinicereus,pteranthus,,,Britt. & Rose
525,Aporocactus,flagelliformis,,,Lem.
525,Echinocereus,polyacanthus,,,Engelm.
525,Echinocereus,pectinatus,,,Engelm.
526,Ferocactus,wislizeni,,,Britt. & Rose
526,Ferocactus,glaucescens,,,Britt. & Rose
526,Echinocactus,grusonii,,,Hildmann
526,Mammillaria,longimamma,,,DC.
527,Zygocactus,truncatus,,,Schum.
527,Epiphyllum,phyllanthus,,,Haw.
527,Epiphyllum,crenatum,,,Don.
527,Epiphyllum,ackermannii,,,Haw.
527,Epiphyllum,phyllanthoides ,,,Sweet.
527,Epiphyllum,biformis,,,Lab.
527,Rhipsalis ,cassytha,,,Gaertn.
528,Pimelea,ferruginea,,,Labill.
528,Daphne,mezereum,,,L.
528,Daphne,genkwa,,,Sieb. & Zucc.
529,Daphne,cneorum,,,L.
529,Daphne,odora,,,Thunb.
529,Elaeagnus,pungens,,,Thunb.
529,Elaeagnus,pungens,var.,frederici variegata ,Servettaz.
529,Elaeagnus,pungens,var.,maculata,Hort.
529,Elaeagnus,pungens,var.,reflexa,Rehd.
529,Elaeagnus,pungens,var.,simoni,Rehd.
529,Elaeagnus,pungens,var.,variegata ,Rehd.
530,Elaeagnus,multiflora,,,Thunb.
530,Elaeagnus,angustifolia,,,L.
530,Elaeagnus,angustifolia,var.,orientalis ,Dipp.
530,Elaeagnus,angustifolia,var.,spinosa,Schneid.
530,Elaeagnus,umbellata,,,Thunb.
530,Hippophaë,rhamnoides,,,L.
530,Hippophaë,rhamnoides,var.,procera,Rehd.
530,Hippophaë,rhamnoides,var.,angustifolia,Loud.
530,Shepherdia,argentea,,,Nutt.
531,Lythrum,salicaria,,,L.
531,Lythrum,salicaria,var.,roseum superbum,Hort.
531,Lythrum,salicaria,var.,tomentosum,DC.
531,Lythrum,virgatum,,,L.
531,Lawsonia,inermis,,,L.
532,Lagerstroemia,indica,,,L.
532,Lagerstroemia,speciosa,,,Pers.
532,Cuphea,micropetala,,,HBK.
532,Cuphea,hyssopifolia,,,HBK.
532,Cuphea,miniata,,,Brongn.
533,Cuphea,hookeriana,,,Walp.
533,Cuphea,roezlii,,,Carr.
533,Cuphea,platycentra,,,Lem.
533,Punica,granatum,,,L.
534,Terminalia,catappa,,,L.
535,Quisqualis,indica,,,L.
535,Myrtus,communis,,,L.
536,Myrtus,communis,var.,microphylla,Hort.
536,Eugenia,uniflora,,,L.
536,Eugenia,apiculata,,,DC.
536,Eugenia,curranii,,,C.B.Robinson
536,Eugenia,jambos,,,L.
536,Eugenia,myrtifolia,,,Sims.
536,Eugenia,aromatica,,,Baill.
536,Eugenia,operculata,,,Roxb.
537,Eugenia,jambolana,,,Lam.
537,Pimenta,officinalis,,,Berg.
537,Pimenta,acris,,,Kostel.
537,Rhodomyrtus,tomentosa,,,Wight.
537,Feijoa,sellowiana,,,Berg.
538,Psidium,guajava,,,L.
538,Psidium,cattleianum,,,Sabine
538,Metrosideros,rubusta,,,A.Cunn.
538,Metrosideros,tomentosa,,,A.Rich.
538,Leptospermum,laevigatum,,,F.Muell.
539,Leptospermum,scoparium,,,Forst.
539,Agonis,flexuosa,,,Schauer
539,Calothamnus,quadrifidus,,,R.Br.
539,Tristania,conferta,,,R.Br.
540,Eucalyptus,ficifolia ,,,F.Muell.
540,Eucalyptus,polynthemos,,,Schauer
540,Eucalyptus,maculata,,,Hook.
540,Eucalyptus,crebra,,,F.Muell.
540,Eucalyptus,globulus,,,Labill.
541,Eucalyptus,globulus,var.,compacta,Hort.
541,Eucalyptus,robusta,,,Sm.
